,0
6015,"['year', 'old', 'girl', 'said', 'drunk', 'one', 'one', 'several', 'moreover', 'husband', 'yet', 'buried', 'four', 'year', 'old', 'son', 'boiler', 'house', 'slept', 'ran', 'away', 'son']"
6016,"['eu', 'fly', 'zone', 'whatever', 'said', 'face', 'face', 'stop', 'near', 'lie', 'firing', 'close', 'range', 'see', 'hospital']"
6017,"['message', 'anonymous', 'rabbit', 'people', 'afraid', 'government', 'afraid', 'people', 'central', 'bank', 'federation', 'leak', 'anonymous']"
6018,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6019,"['one', 'sign', 'throw', 'war', 'cannon', 'fodder', 'dig', 'build', 'extremely', 'radioactive', 'red', 'forest', 'near', 'nuclear', 'power', 'plant', 'source', 'head', 'exclusion', 'zone', 'agency', 'thread']"
6020,"['breaking', 'russia', 'shell', 'hit', 'military', 'camp', 'russia', 'near', 'border', 'last', 'night', 'near', 'village', 'southwest', 'people', 'injured']"
6021,"['russia', 'liberation', 'operation', 'pure', 'destruction']"
6022,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6023,"['russia', 'damage', 'must', 'thank', 'much', 'conversation', 'impact', 'war', 'economy']"
6024,"['time', 'pile', 'calling', 'alumni', 'cease', 'making', 'campus', 'recruiting', 'firm', 'still', 'office', 'practice', 'law', 'fall', 'grace']"
6025,"['making', 'russia', 'go', 'war']"
6026,"['another', 'horrific', 'story', 'woman', 'son', 'husband', 'got', 'got', 'days', 'room', 'survive', 'stopped', 'talking', 'boy', 'hospital']"
6027,"['another', 'horrific', 'story', 'woman', 'son', 'husband', 'got', 'got', 'days', 'room', 'survive', 'stopped', 'talking', 'boy', 'hospital']"
6028,"['according', 'intelligence', 'struggle', 'low', 'morale', 'also', 'accidentally', 'shot', 'aircraft', 'carry', 'told', 'truth']"
6029,"['tank', 'burning', 'hit', 'thing', 'stand', 'near', 'though']"
6030,"['respect', 'situation', 'per', 'humanitarian', 'situation', 'becoming', 'critical', 'curfew', 'city', 'fearful', 'nationalist', 'forced', 'hide']"
6031,"['head', 'russia', 'foreign', 'intelligence', 'service', 'amid', 'meeting', 'need', 'constitutional', 'reform', 'constitution', 'neutrality', 'nuclear', 'free', 'status']"
6032,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6033,"['middle', 'war', 'cat', 'human']"
6034,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6035,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6036,"['believe', 'anyone', 'trust', 'beautiful', 'verbal', 'real', 'situation', 'battlefield', 'important', 'thing', 'give', 'anything', 'fight', 'every', 'meter', 'land', 'every', 'person']"
6037,"['another', 'p', 'strike', 'vehicle', 'possibly']"
6038,"['done', 'trump', 'produced', 'everyone', 'knew', 'anti', 'anti', 'anti', 'education']"
6039,"['eu', 'fly', 'zone', 'whatever', 'said', 'face', 'face', 'stop', 'near', 'lie', 'firing', 'close', 'range', 'see', 'hospital']"
6040,"['aerial', 'footage', 'horrific', 'extent', 'devastation', 'russia', 'war', 'city', 'become', 'symbol', 'resistance', 'days', 'bombardment']"
6041,"['father', 'j', 'trump', 'murderous', 'psychopath', 'dirt', 'crisis', 'situation', 'trump']"
6042,['push']
6043,"['breaking', 'army', 'hit', 'red', 'cross', 'building', 'one', 'worst', 'war', 'far', 'building', 'clearly', 'identifiable', 'red', 'cross', 'structure', 'sky', 'time', 'come', 'anonymous', 'inform', 'people']"
6044,"['three', 'dimensional', 'air', 'surveillance', 'radar', 'system', 'abandoned', 'army', 'retreating']"
6045,"['like', 'almost', 'month', 'war']"
6046,"['region', 'column', 'mostly']"
6047,"['eu', 'helping', 'russia', 'indiscriminately', 'destroy', 'make', 'part', 'russia', 'needs']"
6048,"['according', 'intelligence', 'struggle', 'low', 'morale', 'also', 'accidentally', 'shot', 'aircraft', 'carry', 'told', 'truth']"
6049,"['trump', 'still', 'figured', 'enemy', 'us', 'needs', 'crash', 'course', 'politics', 'urgently', 'trump', 'moron']"
6050,"['woman', 'suburb', 'story', 'drunk', 'breaking', 'house', 'killing', 'husband', 'raping', 'son', 'basement', 'still', 'know', 'dad']"
6051,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6052,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6053,"['learned', 'detain', 'russia', 'passport', 'born', 'pressure', 'evil', 'one', 'please', 'let', 'us', 'know']"
6054,"['believe', 'star', 'liar', 'remember', 'many', 'said', 'care', 'would', 'never', 'trust']"
6055,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6056,"['understand', 'scale', 'tragedy', 'russia', 'time', 'open', 'stop', 'counting', 'money', 'must', 'inflation', 'energy', 'worth', 'killing', 'sleeping']"
6057,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6058,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6059,"['russia', 'murder', 'genocide', 'destruction', 'stay', 'un', 'security', 'council', 'russia', 'threat', 'global', 'security']"
6060,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6061,"['facing', 'indigenous', 'people', 'advocate', 'knew', 'well', 'ca', 'ravage', 'numerous', 'north', 'forcing', 'one', 'us', 'help']"
6062,"['tank', 'burning', 'hit', 'thing', 'stand', 'near', 'though']"
6063,"['scary', 'blast', 'past', 'know', 'like', 'dangerous', 'unacceptable', 'say', 'enough', 'remove']"
6064,"['middle', 'war', 'cat', 'human']"
6065,"['another', 'horrific', 'story', 'woman', 'son', 'husband', 'got', 'got', 'days', 'room', 'survive', 'stopped', 'talking', 'boy', 'hospital']"
6066,"['loathe', 'horror', 'cannot']"
6067,"['first', 'soviet', 'soldier', 'national', 'city', 'motherland', 'region', 'going', 'russia']"
6068,"['photo', 'social', 'media', 'regime', 'terrorist', 'stolen', 'jewelry', 'money', 'stole', 'civilian', 'russia']"
6069,"['boy', 'cat', 'lost', 'crossing', 'border']"
6070,"['thread', 'first', 'first', 'go', 'streets', 'protest', 'show', 'support', 'pressure', 'government', 'provide', 'military', 'aid', 'impose', 'russia', 'total', 'disconnection', 'swift', 'oil', 'ban']"
6071,"['real', 'democratic', 'party', 'opposition', 'parliamentary', 'resolution', 'supporting', 'condemning', 'war', 'demanding', 'government', 'project', 'eu', 'integration', 'way', 'influence']"
6072,"['world', 'like', 'drone', 'footage', 'shot', 'city']"
6073,"['advancing', 'south', 'city', 'fierceness', 'fire', 'tank', 'relatively', 'recently']"
6074,"['misled', 'military', 'performance', 'finding', 'issue', 'interesting', 'authoritative', 'said', 'inner', 'circle', 'afraid', 'lied', 'poor', 'victim']"
6075,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6076,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6077,"['free', 'occupation', 'completely', 'streets', 'telling', 'horrific', 'army']"
6078,"['missing', 'reporter', 'levin', 'near', 'last', 'time', 'got', 'touch', 'district', 'march', 'see', 'notify', 'right', 'people']"
6079,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6080,"['according', 'intelligence', 'struggle', 'low', 'morale', 'also', 'accidentally', 'shot', 'aircraft', 'carry', 'told', 'truth']"
6081,"['live', 'news', 'china', 'well', 'russia', 'source']"
6082,"['god', 'save', 'damn', 'move']"
6083,"['emperor', 'clothes', 'white', 'house', 'misled', 'via']"
6084,"['watching', 'hold', 'old', 'woman', 'broke', 'heart', 'hate', 'hate']"
6085,"['chopping', 'ban', 'taste']"
6086,"['believe', 'anyone', 'trust', 'beautiful', 'verbal', 'real', 'situation', 'battlefield', 'important', 'thing', 'give', 'anything', 'fight', 'every', 'meter', 'land', 'every', 'person']"
6087,"['understand', 'saying', 'correctly', 'see', 'russia', 'become', 'soon', 'happen', 'consecration', 'invalid', 'non', 'falsifiable', 'possibility', 'initial', 'faulty']"
6088,"['russia', 'may', 'war', 'un', 'boss']"
6089,"['disturbing', 'poll', 'tidbit', 'seen', 'today', 'admiration', 'butcher', 'unpatriotic', 'need', 'crystal', 'ball', 'guess', 'vast', 'majority', 'benedict', 'mean']"
6090,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6091,"['collapse', 'russia', 'join', 'us', 'discord', 'stand', 'follow', 'us']"
6092,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6093,"['ben', 'nun', 'rabbi', 'foundation', 'showing', 'inside', 'main', 'hall', 'synagogue', 'russia', 'accused', 'arms', 'depot', 'empty', 'said']"
6094,"['artificial', 'intelligence', 'war']"
6095,"['summit', 'u', 'next', 'member', 'bush', 'also', 'provoking', 'membership', 'blaming', 'coming', 'word', 'destroy', 'russia']"
6096,"['world', 'worst', 'nuclear', 'accident', 'article', 'life', 'current', 'worth', 'read', 'light', 'russia', 'invasion', 'impact', 'red', 'forest']"
6097,"['massive', 'army', 'note', 'possibly', 'noted', 'already', 'see', 'firstly', 'less', 'tweet']"
6098,"['ongoing', 'aggression', 'army', 'tank']"
6099,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6100,"['resigned', 'president', 'said', 'people', 'got', 'know', 'whether', 'president', 'crook', 'one', 'significant', 'story', 'presidential', 'misbehavior', 'lawbreaking', 'indict', 'criminal', 'indict', 'traitor', 'trump']"
6101,"['thank', 'someone', 'finally', 'said', 'inauguration', 'day', 'reverse', 'everything', 'trump', 'care', 'trump', 'undo']"
6102,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6103,"['head', 'republic', 'desperately', 'people', 'think', 'fighting', 'first', 'lied', 'near', 'seen', 'picture', 'realizing']"
6104,"['lieutenant', 'ken', 'ree', 'former', 'seal', 'operator', 'currently', 'fighting', 'part', 'foreign', 'legion']"
6105,"['less', 'aspect', 'war', 'impact', 'digital', 'war', 'prompt', 'evaluate', 'currency', 'russia']"
6106,"['according', 'mayor', 'recently', 'simply', 'shot', 'people', 'like', 'dead', 'via']"
6107,"['poor', 'victim', 'aggressive', 'rogue', 'state', 'invader', 'negotiate', 'peace', 'russia', 'missing', 'something', 'utterly', 'crazy']"
6108,"['joe', 'resign', 'sent', 'prison']"
6109,"['world', 'worst', 'nuclear', 'accident', 'article', 'life', 'current', 'worth', 'read', 'light', 'russia', 'invasion', 'impact', 'red', 'forest']"
6110,"['video', 'naval', 'marine', 'infantry', 'street', 'fighting', 'house', 'opposite']"
6111,"['world', 'worst', 'nuclear', 'accident', 'article', 'life', 'current', 'worth', 'read', 'light', 'russia', 'invasion', 'impact', 'red', 'forest']"
6112,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6113,"['something', 'worse', 'last', 'month', 'new', 'cold', 'war', 'russia', 'best', 'policy', 'future', 'full', 'video', 'china']"
6114,"['according', 'intelligence', 'struggle', 'low', 'morale', 'also', 'accidentally', 'shot', 'aircraft', 'carry', 'told', 'truth']"
6115,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6116,"['middle', 'war', 'cat', 'human']"
6117,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6118,"['video', 'naval', 'marine', 'infantry', 'street', 'fighting', 'house', 'opposite']"
6119,"['world', 'worst', 'nuclear', 'accident', 'article', 'life', 'current', 'worth', 'read', 'light', 'russia', 'invasion', 'impact', 'red', 'forest']"
6120,"['world', 'like', 'drone', 'footage', 'shot', 'city']"
6121,"['breaking', 'russia', 'video', 'us', 'border', 'us', 'border', 'asylum', 'fled', 'wake', 'attack', 'quietly', 'admitted', 'us']"
6122,"['eye', 'kindness', 'humanity', 'motherland', 'people']"
6123,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6124,"['example', 'poison', 'youth', 'speak', 'soft', 'soothing', 'voice', 'play', 'piece', 'lighthearted', 'music', 'violence', 'hate', 'innocent']"
6125,"['dump', 'truck', 'personnel', 'carrier', 'mottled', 'lemon', 'lime', 'camouflage', 'carrying', 'march', 'russia']"
6126,"['middle', 'war', 'cat', 'human']"
6127,"['lieutenant', 'ken', 'ree', 'former', 'seal', 'operator', 'currently', 'fighting', 'part', 'foreign', 'legion']"
6128,"['hardware', 'infantry', 'mobility', 'vehicle', 'note', 'well', 'battlefield', 'presumably', 'scrap', 'value']"
6129,"['russia', 'auto', 'correct', 'war', 'extraordinary', 'situation', 'insane', 'play', 'along']"
6130,"['two', 'hand', 'terrorist', 'five', 'refuge', 'terrible', 'war', 'executed']"
6131,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6132,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6133,"['train', 'station', 'new', 'sleep']"
6134,"['literally', 'worst', 'night', 'shelling', 'sleep', 'get', 'say', 'pull', 'back']"
6135,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6136,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6137,"['unbelievable', 'latest', 'trend', 'people', 'ask', 'color', 'buy', 'people', 'die', 'absolutely', 'unreal', 'know', 'else', 'say', 'overwhelming', 'sadness']"
6138,"['day', 'war', 'chaos', 'believe', 'via', 'russia', 'freedom']"
6139,"['world', 'worst', 'nuclear', 'accident', 'article', 'life', 'current', 'worth', 'read', 'light', 'russia', 'invasion', 'impact', 'red', 'forest']"
6140,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6141,"['ambassador', 'dollar', 'ready', 'discuss', 'national', 'russia']"
6142,"['turned', 'war', 'russia', 'respectively']"
6143,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6144,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6145,"['junta', 'engage', 'russia', 'sanction', 'instead', 'faraway', 'engaging', 'murderous', 'junta', 'region', 'refusing', 'resisting', 'junta']"
6146,"['breaking', 'video', 'soldier', 'navy', 'snake', 'island', 'dead', 'since', 'returned', 'prisoner', 'swap', 'russia', 'bravery']"
6147,"['watching', 'hold', 'old', 'woman', 'broke', 'heart', 'hate', 'hate']"
6148,"['store', 'joe', 'blamed', 'higher', 'food']"
6149,['action']
6150,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6151,"['wounded', 'woman', 'outside', 'apartment', 'bombed', 'russia', 'unprovoked', 'initial', 'attack']"
6152,"['deadly', 'insurrection', 'republican', 'overturn', 'trump', 'election', 'loss', 'congress', 'invoke', 'section', 'amendment']"
6153,"['breaking', 'russia', 'video', 'building', 'regional', 'state', 'administration', 'rocket', 'attack', 'strike', 'people', 'wounded']"
6154,"['totally', 'helicopter']"
6155,"['world', 'worst', 'nuclear', 'accident', 'article', 'life', 'current', 'worth', 'read', 'light', 'russia', 'invasion', 'impact', 'red', 'forest']"
6156,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6157,"['dropping', 'support', 'leftist', 'every', 'day', 'shellacking']"
6158,"['tank', 'burning', 'hit', 'thing', 'stand', 'near', 'though']"
6159,"['video', 'naval', 'marine', 'infantry', 'street', 'fighting', 'house', 'opposite']"
6160,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6161,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6162,"['problem', 'short', 'list', 'tucker', 'part', 'invasion', 'vocal', 'opposition', 'helping', 'via']"
6163,"['head', 'republic', 'desperately', 'people', 'think', 'fighting', 'first', 'lied', 'near', 'seen', 'picture', 'realizing']"
6164,"['right', 'excerpt', 'global', 'times', 'titled', 'credibility', 'crisis', 'amid', 'attempt', 'seek', 'defense', 'spending', 'boost', 'hope', 'right', 'people', 'becoming', 'rightly', 'suspicious', 'narrative']"
6165,"['russia', 'lying', 'ammunition', 'near', 'nuclear', 'power', 'plant']"
6166,"['today', 'good', 'time', 'reminder', 'russia', 'everything', 'appear', 'good', 'guy', 'humanitarian', 'needless', 'war', 'gain', 'single', 'inch', 'territory', 'sanction', 'relief', 'regroup', 'till', 'later']"
6167,"['big', 'problem', 'battalion', 'division', 'world', 'war', 'division', 'specialized', 'murdering', 'holocaust']"
6168,"['took', 'turns', 'raping', 'woman', 'several', 'days', 'front', 'year', 'old', 'son', 'later', 'wounds', 'source', 'defense', 'ministry']"
6169,"['respect', 'situation', 'per', 'humanitarian', 'situation', 'becoming', 'critical', 'curfew', 'city', 'fearful', 'nationalist', 'forced', 'hide']"
6170,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6171,"['saw', 'traffic', 'first', 'time', 'decided', 'shoot', 'dangerous']"
6172,"['believe', 'anyone', 'trust', 'beautiful', 'verbal', 'real', 'situation', 'battlefield', 'important', 'thing', 'give', 'anything', 'fight', 'every', 'meter', 'land', 'every', 'person']"
6173,"['unacceptable', 'double', 'standard', 'stress', 'sovereignty', 'inviolable', 'issue', 'precede', 'sovereignty', 'comes', 'related']"
6174,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6175,"['russia', 'lying', 'ammunition', 'near', 'nuclear', 'power', 'plant']"
6176,"['ongoing', 'aggression', 'army', 'advanced', 'wheeled', 'personnel', 'carrier']"
6177,"['thought', 'provoking', 'thread']"
6178,"['reminder', 'trump', 'purposely', 'want', 'hurt']"
6179,"['calling', 'family', 'deceased', 'mock', 'swear', 'knowing', 'modern', 'soldier', 'question', 'must', 'alive', 'unlocked', 'device', 'another', 'pow', 'repertoire']"
6180,"['really', 'think', 'provoke', 'nuke', 'laden', 'look', 'like', 'bigger', 'loser']"
6181,"['german', 'chocolate', 'manufacturer', 'stop', 'russia', 'market', 'company', 'turnover', 'according', 'representative', 'sport', 'decision', 'continue', 'easy', 'one']"
6182,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6183,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6184,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6185,"['infantry', 'fighting', 'vehicle', 'used', 'belong', 'army']"
6186,"['hardware', 'infantry', 'mobility', 'vehicle', 'note', 'well', 'battlefield', 'presumably', 'scrap', 'value']"
6187,"['accurate', 'mortar', 'fire', 'separate', 'brigade', 'landing', 'least', 'appear', 'indirect', 'fire', 'often', 'corrected', 'case']"
6188,"['people', 'crossed', 'polish', 'border', 'since', 'beginning', 'russia', 'aggression', 'country', 'people', 'border', 'yesterday']"
6189,"['according', 'armored', 'ambulance', 'march', 'region', 'seen', 'picture', 'use', 'infantry', 'fighting', 'vehicle', 'add', 'new', 'information']"
6190,"['trump', 'genocidal', 'child', 'murderer', 'trump', 'evil', 'man']"
6191,"['apologize', 'ancestor', 'government', 'russia', 'greatly', 'government', 'negligent', 'human', 'life']"
6192,"['according', 'intelligence', 'struggle', 'low', 'morale', 'also', 'accidentally', 'shot', 'aircraft', 'carry', 'told', 'truth']"
6193,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6194,"['us', 'providing', 'training', 'intelligence', 'attack', 'defence', 'us', 'upset', 'case', 'cessation', 'war', 'us', 'pentagon']"
6195,"['russia', 'straight', 'murdering', 'willing', 'bet', 'blame', 'somehow', 'justify', 'chemical']"
6196,"['according', 'intelligence', 'struggle', 'low', 'morale', 'also', 'accidentally', 'shot', 'aircraft', 'carry', 'told', 'truth']"
6197,"['artillery', 'bunch', 'hardware', 'self', 'recovery', 'vehicle']"
6198,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6199,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6200,"['accused', 'russia', 'causing', 'global', 'food', 'crisis', 'people', 'risk', 'famine']"
6201,"['middle', 'war', 'cat', 'human']"
6202,"['world', 'worst', 'nuclear', 'accident', 'article', 'life', 'current', 'worth', 'read', 'light', 'russia', 'invasion', 'impact', 'red', 'forest']"
6203,"['spray', 'z', 'invasion']"
6204,"['accurate', 'mortar', 'fire', 'separate', 'brigade', 'landing', 'least', 'appear', 'indirect', 'fire', 'often', 'corrected', 'case']"
6205,"['lieutenant', 'ken', 'ree', 'former', 'seal', 'operator', 'currently', 'fighting', 'part', 'foreign', 'legion']"
6206,"['russia', 'liberation', 'operation', 'pure', 'destruction']"
6207,"['army', 'mine', 'clearing', 'vehicle', 'ask']"
6208,"['two', 'ago', 'piazza', 'plea', 'end', 'pandemic', 'today', 'done', 'end', 'war', 'peace']"
6209,"['another', 'horrific', 'story', 'woman', 'son', 'husband', 'got', 'got', 'days', 'room', 'survive', 'stopped', 'talking', 'boy', 'hospital']"
6210,"['per', 'food', 'shortage', 'real', 'would', 'get', 'planting']"
6211,"['another', 'horrific', 'story', 'woman', 'son', 'husband', 'got', 'got', 'days', 'room', 'survive', 'stopped', 'talking', 'boy', 'hospital']"
6212,"['record', 'breaking', 'us', 'astronaut', 'two', 'returned', 'earth', 'international', 'space', 'station', 'west', 'soaring']"
6213,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6214,"['infantry', 'fighting', 'vehicle', 'used', 'belong', 'army']"
6215,"['russia', 'bombed', 'food', 'storage', 'everything', 'sight', 'yes', 'even', 'red', 'cross', 'drunk', 'broken', 'men', 'several', 'times', 'even', 'disgusting', 'vermin', 'barbarian']"
6216,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6217,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6218,"['uncommon', 'vehicle', 'articulated', 'terrain', 'vehicle']"
6219,"['army', 'successful', 'region', 'regime', 'part', 'counter', 'offensive', 'region', 'russia']"
6220,"['head', 'republic', 'desperately', 'people', 'think', 'fighting', 'first', 'lied', 'near', 'seen', 'picture', 'realizing']"
6221,"['breaking', 'met', 'today', 'per', 'press', 'sec', 'reed', 'russia']"
6222,"['world', 'worst', 'nuclear', 'accident', 'article', 'life', 'current', 'worth', 'read', 'light', 'russia', 'invasion', 'impact', 'red', 'forest']"
6223,"['russia', 'murder', 'genocide', 'destruction', 'stay', 'un', 'security', 'council', 'russia', 'threat', 'global', 'security']"
6224,"['according', 'us', 'intelligence', 'misled', 'tell', 'poorly', 'war', 'going', 'western']"
6225,"['one', 'gon', 'na', 'give', 'damn', 'trump', 'real', 'one', 'give', 'damn', 'single']"
6226,"['people', 'canada', 'never', 'mandate', 'harm', 'people', 'war', 'choice']"
6227,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
6228,"['shame', 'stupid', 'telling', 'world', 'wo', 'attack', 'russia', 'meanwhile', 'kidnap']"
6229,[]
6230,"['million', 'quarter', 'holocaust', 'came', 'country', 'erecting', 'holocaust', 'astounding', 'pace', 'nearly', 'every', 'week', 'several', 'hundred', 'forward', 'magazine']"
